alg;params;recAlg;diversityEnhance;noveltyEnhance;r2Score;aucScore;mrr;nDCGFull;novelty10;user_novelty10;ild10
attributeCosineSim;noSameObjects;last;no;no;-91.8227199929824;0.7367507070175436;0.1348291280701755;0.26784067719298266;0.21658157017543875;0.0017543859649122805;0.21320764210526327
attributeCosineSim;noSameObjects;last;no;yes;-91.85704621578951;0.7381656982456153;0.13190864912280695;0.26533226315789493;0.22283858421052635;0.0012280701754385963;0.21381740526315796
attributeCosineSim;noSameObjects;last;yes;no;-91.8227199929824;0.7367507070175436;0.1354435807017544;0.27008476666666675;0.2170333982456143;0.0017543859649122805;0.240683101754386
attributeCosineSim;noSameObjects;last;yes;yes;-91.85704621578951;0.7381656982456153;0.13314325614035089;0.26820744210526365;0.22319342982456147;0.0017543859649122805;0.24172540175438617
attributeCosineSim;noSameObjects;max;no;no;-108.73616906666676;0.7950543736842105;0.13991318421052634;0.27738112807017534;0.22034039122807025;0.0075438596491228084;0.2722260561403505
attributeCosineSim;noSameObjects;max;no;yes;-107.42997703157894;0.7964429052631584;0.14265446666666654;0.27698538421052654;0.23193739649122808;0.005964912280701757;0.28576685263157875
attributeCosineSim;noSameObjects;max;yes;no;-108.73616906666676;0.7950543736842105;0.1488123192982455;0.2803258649122806;0.2181482719298245;0.007368421052631582;0.43048404736842116
attributeCosineSim;noSameObjects;max;yes;yes;-107.42997703157894;0.7964429052631584;0.14791506140350863;0.28125672456140377;0.22831492456140362;0.006666666666666671;0.4284182631578951
attributeCosineSim;noSameObjects;mean;no;no;-104.24024871929822;0.7954871947368423;0.1763876543859646;0.2987305701754387;0.21911436315789493;0.005263157894736845;0.2282408052631579
attributeCosineSim;noSameObjects;mean;no;yes;-103.81324799298248;0.7970151298245619;0.17639167368421022;0.2960259087719302;0.22905261403508775;0.005263157894736845;0.2313820719298246
attributeCosineSim;noSameObjects;mean;yes;no;-104.24024871929822;0.7954871947368423;0.18462926315789438;0.3029448754385968;0.21952732280701767;0.006491228070175441;0.2778404789473686
attributeCosineSim;noSameObjects;mean;yes;yes;-103.81324799298248;0.7970151298245619;0.1820796228070173;0.2989172403508777;0.23076878070175438;0.0068421052631578985;0.2837881315789477
attributeCosineSim;noSameObjects;temporal;no;no;-104.1554017754385;0.7956629912280703;0.17728466491228043;0.29955081578947396;0.21929497543859663;0.0054385964912280725;0.227902650877193
attributeCosineSim;noSameObjects;temporal;no;yes;-102.2140483140352;0.7971432894736843;0.14616026491228054;0.27915545087719307;0.255012757894737;0.005614035087719301;0.2698248912280704
attributeCosineSim;noSameObjects;temporal;yes;no;-104.1554017754385;0.7956629912280703;0.18600687894736814;0.30409428771929886;0.21945996666666673;0.006315789473684213;0.2768188210526317
attributeCosineSim;noSameObjects;temporal;yes;yes;-102.2140483140352;0.7971432894736843;0.14650986666666674;0.2765912771929827;0.2593073684210528;0.006491228070175441;0.3420519771929825
attributeCosineSim;noSameObjects;temporal10;no;no;-102.79463474736839;0.7875601894736842;0.17292114912280673;0.2980947789473686;0.21879697368421067;0.003157894736842106;0.22400070526315796
attributeCosineSim;noSameObjects;temporal10;no;yes;-101.71910765263164;0.7912164543859651;0.14950179649122788;0.2763427070175439;0.2512268929824561;0.002280701754385965;0.26152975263157935
attributeCosineSim;noSameObjects;temporal10;yes;no;-102.79463474736839;0.7875601894736842;0.1789487543859647;0.29914048070175486;0.21897813684210535;0.003157894736842106;0.27013726491228096
attributeCosineSim;noSameObjects;temporal10;yes;yes;-101.71910765263164;0.7912164543859651;0.14911265438596502;0.27528940526315804;0.25551164035087726;0.003157894736842106;0.3271203719298246
attributeCosineSim;noSameObjects;temporal3;no;no;-99.92514187368425;0.7739393350877196;0.1645875070175438;0.29115799298245604;0.21859804035087735;0.002105263157894737;0.2208232736842107
attributeCosineSim;noSameObjects;temporal3;no;yes;-100.29715099122814;0.7777653140350868;0.1455785842105261;0.27444299298245617;0.24638052982456146;0.0015789473684210524;0.2473037456140353
attributeCosineSim;noSameObjects;temporal3;yes;no;-99.92514187368425;0.7739393350877196;0.17227698947368392;0.2953561789473687;0.21848205789473704;0.0019298245614035084;0.2626136631578949
attributeCosineSim;noSameObjects;temporal3;yes;yes;-100.29715099122814;0.7777653140350868;0.1459183824561403;0.27467590526315794;0.25046400877192987;0.0014035087719298245;0.30639246315789453
attributeCosineSim;noSameObjects;temporal5;no;no;-101.5329175298245;0.7804745491228071;0.16294167368421034;0.2933764175438595;0.2187104614035089;0.002105263157894737;0.22650332280701763
attributeCosineSim;noSameObjects;temporal5;no;yes;-101.02460376491238;0.7835595754385967;0.1418946561403507;0.27452660350877206;0.2487211807017544;0.0017543859649122805;0.2579501824561407
attributeCosineSim;noSameObjects;temporal5;yes;no;-101.5329175298245;0.7804745491228071;0.1659793491228069;0.2937143649122811;0.21855584035087727;0.002105263157894737;0.2701830982456143
attributeCosineSim;noSameObjects;temporal5;yes;yes;-101.02460376491238;0.7835595754385967;0.1415438754385965;0.27192317017543866;0.25283845789473686;0.002105263157894737;0.31624993157894754
attributeCosineSim;noSameObjects;window10;no;no;-100.50687532631585;0.784231463157895;0.16551785438596478;0.29069742456140363;0.21815587894736846;0.0035087719298245623;0.21851561578947382
attributeCosineSim;noSameObjects;window10;no;yes;-100.43273831052633;0.786295556140352;0.16092426315789454;0.2881684280701754;0.22971073859649144;0.0033333333333333344;0.224204698245614
attributeCosineSim;noSameObjects;window10;yes;no;-100.50687532631585;0.784231463157895;0.17102758947368407;0.2935542333333336;0.2184360789473685;0.0036842105263157903;0.26371988245614036
attributeCosineSim;noSameObjects;window10;yes;yes;-100.43273831052633;0.786295556140352;0.1615559526315787;0.2879487807017546;0.2325235561403508;0.0035087719298245623;0.2744574350877195
attributeCosineSim;noSameObjects;window3;no;no;-98.19023612456142;0.7700293508771929;0.1568938684210525;0.2861165192982457;0.21778395789473678;0.0028070175438596493;0.22256060526315813
attributeCosineSim;noSameObjects;window3;no;yes;-98.42075259649123;0.7721771456140358;0.14969386842105237;0.28315428771929824;0.2267793701754385;0.002280701754385965;0.22543058070175442
attributeCosineSim;noSameObjects;window3;yes;no;-98.19023612456142;0.7700293508771929;0.1598952561403507;0.2872793491228072;0.21752083859649132;0.002105263157894737;0.26356131754386
attributeCosineSim;noSameObjects;window3;yes;yes;-98.42075259649123;0.7721771456140358;0.151621936842105;0.2825777350877195;0.22847488245614025;0.002280701754385965;0.2688003298245615
attributeCosineSim;noSameObjects;window5;no;no;-99.8746041666667;0.7770198192982457;0.1630627719298244;0.2878115789473685;0.21782355438596487;0.0028070175438596493;0.22196798771929843
attributeCosineSim;noSameObjects;window5;no;yes;-99.998415431579;0.7794654210526324;0.1566922666666664;0.28588122456140375;0.2286647333333334;0.002456140350877193;0.2269787333333334
attributeCosineSim;noSameObjects;window5;yes;no;-99.8746041666667;0.7770198192982457;0.16847114385964898;0.29158124385964923;0.21809106491228092;0.0029824561403508777;0.2641921438596492
attributeCosineSim;noSameObjects;window5;yes;yes;-99.998415431579;0.7794654210526324;0.1584582333333331;0.2849279280701757;0.23080948421052613;0.0026315789473684214;0.27242505789473714
attributeCosineSim;sameAllowed;last;no;no;-84.96383861578944;0.735908742105263;0.10198150701754392;0.2540096438596492;0.2164406052631578;0.0017543859649122805;0.19928162280701758
attributeCosineSim;sameAllowed;last;no;yes;-85.03165040000002;0.7373391000000008;0.1061324771929826;0.252469712280702;0.22215277192982466;0.0010526315789473684;0.20085847368421028
attributeCosineSim;sameAllowed;last;yes;no;-84.96383861578944;0.735908742105263;0.10248455614035089;0.25558070526315807;0.21698537894736827;0.0017543859649122805;0.22446800350877202
attributeCosineSim;sameAllowed;last;yes;yes;-85.03165040000002;0.7373391000000008;0.10682455789473694;0.254724161403509;0.22290572105263118;0.0015789473684210524;0.22489781052631597
attributeCosineSim;sameAllowed;max;no;no;-105.89278145438601;0.788893987719298;0.07234422807017543;0.23694252631578958;0.2170565087719299;0.006491228070175442;0.3875195561403506
attributeCosineSim;sameAllowed;max;no;yes;-104.13595451052633;0.7917925070175447;0.09894578596491242;0.24946792631578957;0.2338089736842105;0.004736842105263161;0.3263379263157895
attributeCosineSim;sameAllowed;max;yes;no;-105.89278145438601;0.788893987719298;0.08383847192982458;0.24493128596491234;0.21737464736842102;0.004561403508771931;0.4425699403508769
attributeCosineSim;sameAllowed;max;yes;yes;-104.13595451052633;0.7917925070175447;0.09656116842105272;0.25109414736842106;0.22652890877192977;0.0070175438596491255;0.44203981403508796
attributeCosineSim;sameAllowed;mean;no;no;-100.89880679649117;0.7936746385964909;0.1403746350877193;0.27778413684210557;0.21871385614035088;0.005614035087719301;0.21953604210526304
attributeCosineSim;sameAllowed;mean;no;yes;-100.42921490526317;0.7952402087719306;0.14940917368421036;0.27764045438596513;0.2286566824561403;0.006315789473684214;0.2229008175438595
attributeCosineSim;sameAllowed;mean;yes;no;-100.89880679649117;0.7936746385964909;0.14531555614035083;0.27961727017543886;0.21907103157894722;0.006140350877192986;0.2657004666666669
attributeCosineSim;sameAllowed;mean;yes;yes;-100.42921490526317;0.7952402087719306;0.14888701754385944;0.27633485263157936;0.23042322631578938;0.0073684210526315805;0.2706174789473686
attributeCosineSim;sameAllowed;temporal;no;no;-100.78700705789464;0.793834601754386;0.14013651754385958;0.27742361754385986;0.21866016666666663;0.005789473684210529;0.21868157192982457
attributeCosineSim;sameAllowed;temporal;no;yes;-99.06314141228077;0.7955840894736843;0.1231860157894739;0.2633089122807018;0.2534709877192982;0.005964912280701758;0.2599517140350883
attributeCosineSim;sameAllowed;temporal;yes;no;-100.78700705789464;0.793834601754386;0.14500876315789463;0.2787936403508772;0.2189217999999999;0.006140350877192986;0.26443343157894766
attributeCosineSim;sameAllowed;temporal;yes;yes;-99.06314141228077;0.7955840894736843;0.1229336736842107;0.26121543859649127;0.25744343684210513;0.006140350877192986;0.32704408070175467
attributeCosineSim;sameAllowed;temporal10;no;no;-99.27370296140346;0.7858847245614035;0.13530509649122807;0.27723543508771953;0.21795948070175436;0.0038596491228070186;0.2155238614035088
attributeCosineSim;sameAllowed;temporal10;no;yes;-98.46595835438607;0.7896305157894737;0.12189079122807035;0.26060044035087737;0.24941417017543854;0.003157894736842106;0.25104724736842177
attributeCosineSim;sameAllowed;temporal10;yes;no;-99.27370296140346;0.7858847245614035;0.13596414035087723;0.2741797070175439;0.21819165263157886;0.0038596491228070186;0.25794787719298257
attributeCosineSim;sameAllowed;temporal10;yes;yes;-98.46595835438607;0.7896305157894737;0.12042782280701761;0.25983984736842125;0.2538389999999997;0.0038596491228070186;0.3125638824561406
attributeCosineSim;sameAllowed;temporal3;no;no;-95.95928736842109;0.7726257210526317;0.12929016491228065;0.2730365964912283;0.21795470526315774;0.002105263157894737;0.21267879122807004
attributeCosineSim;sameAllowed;temporal3;no;yes;-97.08678059824571;0.776481094736842;0.12057873859649139;0.25975866140350873;0.24456192631578966;0.0015789473684210524;0.2375523596491231
attributeCosineSim;sameAllowed;temporal3;yes;no;-95.95928736842109;0.7726257210526317;0.13335035438596488;0.27426207719298257;0.21792914035087715;0.0017543859649122805;0.2506053473684213
attributeCosineSim;sameAllowed;temporal3;yes;yes;-97.08678059824571;0.776481094736842;0.11978854210526332;0.25844908245614034;0.2486183122807017;0.0015789473684210524;0.2923009771929828
attributeCosineSim;sameAllowed;temporal5;no;no;-97.95980139122796;0.7789585105263156;0.12616374561403504;0.27230855964912304;0.21819230175438592;0.002280701754385965;0.2173853245614034
attributeCosineSim;sameAllowed;temporal5;no;yes;-97.92887399473693;0.7820791649122809;0.11795208771929838;0.25957479473684225;0.2470681245614033;0.002280701754385965;0.24735991052631634
attributeCosineSim;sameAllowed;temporal5;yes;no;-97.95980139122796;0.7789585105263156;0.12977024736842105;0.272412207017544;0.21823143684210522;0.002456140350877193;0.2571694771929825
attributeCosineSim;sameAllowed;temporal5;yes;yes;-97.92887399473693;0.7820791649122809;0.11601982807017559;0.25663228771929814;0.2510829122807016;0.0026315789473684214;0.30123969824561425
attributeCosineSim;sameAllowed;window10;no;no;-97.09391618596487;0.782644770175439;0.12733834736842098;0.2714155192982458;0.21754258596491216;0.0036842105263157903;0.20843189824561384
attributeCosineSim;sameAllowed;window10;no;yes;-96.84106483157899;0.7847426333333343;0.12659788245614026;0.2690164596491229;0.22859422280701755;0.0035087719298245623;0.2139014350877191
attributeCosineSim;sameAllowed;window10;yes;no;-97.09391618596487;0.782644770175439;0.13144927017543853;0.272034901754386;0.2177119824561404;0.0040350877192982465;0.24889264912280706
attributeCosineSim;sameAllowed;window10;yes;yes;-96.84106483157899;0.7847426333333343;0.12659490350877195;0.2668302421052634;0.23152881578947354;0.0040350877192982465;0.2590423403508773
attributeCosineSim;sameAllowed;window3;no;no;-93.46988350526314;0.7687829280701751;0.12538885263157895;0.2683438263157896;0.2171944824561402;0.002631578947368421;0.2142698543859649
attributeCosineSim;sameAllowed;window3;no;yes;-93.71754688245619;0.7709361719298252;0.12014027894736844;0.26606684385964924;0.22591321754385965;0.002105263157894737;0.21756019473684196
attributeCosineSim;sameAllowed;window3;yes;no;-93.46988350526314;0.7687829280701751;0.12796100000000002;0.26863375964912295;0.21704797543859639;0.002280701754385965;0.2511239701754388
attributeCosineSim;sameAllowed;window3;yes;yes;-93.71754688245619;0.7709361719298252;0.1205488701754386;0.2639801140350879;0.22754040175438564;0.002456140350877193;0.25535058245614045
attributeCosineSim;sameAllowed;window5;no;no;-95.75193335087717;0.7756035070175441;0.12476632280701752;0.2703326947368422;0.2171822596491227;0.0028070175438596498;0.21174784561403495
attributeCosineSim;sameAllowed;window5;no;yes;-95.86468378245618;0.778058484210527;0.12393772631578939;0.2682189596491231;0.22775358771929805;0.0028070175438596498;0.21777515438596473
attributeCosineSim;sameAllowed;window5;yes;no;-95.75193335087717;0.7756035070175441;0.1293835368421052;0.27291923684210534;0.21763728245614022;0.0028070175438596498;0.25137943684210545
attributeCosineSim;sameAllowed;window5;yes;yes;-95.86468378245618;0.778058484210527;0.12433831403508772;0.2662508859649128;0.2301205877192982;0.0028070175438596498;0.259318047368421
doc2vec;128,1;last;no;no;-56.0289798774081;0.6144134203152372;0.030808036777583186;0.17024225043782848;0.22041886690017512;0.0;0.8004469789842376
doc2vec;128,1;last;no;yes;-56.500786984238204;0.6173629544658491;0.030878409807355532;0.17065110157618213;0.23353097723292476;0.0;0.799610644483362
doc2vec;128,1;last;yes;no;-56.0289798774081;0.6144134203152372;0.02561411558669001;0.16613398774080557;0.21925793520140102;0.0;0.8880240087565664
doc2vec;128,1;last;yes;yes;-56.500786984238204;0.6173629544658491;0.026967644483362533;0.16651666199649734;0.22923518038528895;0.0;0.8848171646234673
doc2vec;128,1;max;no;no;-38.61942131523643;0.641685660245184;0.02295425218914186;0.16929462171628729;0.21844243082311757;0.005604203152364276;0.7328630542907183
doc2vec;128,1;max;no;yes;-38.874963252189175;0.6435381838879167;0.02404445709281964;0.169494133099825;0.2348893782837131;0.005779334500875658;0.7172562241681263
doc2vec;128,1;max;yes;no;-38.61942131523643;0.641685660245184;0.020166553415061298;0.16666421190893166;0.21787925043782866;0.004203152364273207;0.821813796847636
doc2vec;128,1;max;yes;yes;-38.874963252189175;0.6435381838879167;0.021066302977232946;0.16620839404553428;0.2272571208406306;0.003152364273204905;0.8196263134851143
doc2vec;128,1;mean;no;no;-77.09967475656748;0.6783635271453593;0.0369635796847635;0.18094847635726788;0.22149668826619978;0.003852889667250439;0.7322378739054293
doc2vec;128,1;mean;no;yes;-78.93442877232923;0.6768006339754831;0.042429700525394055;0.18258054816112085;0.24443498423817903;0.003852889667250439;0.7371331471103331
doc2vec;128,1;mean;yes;no;-77.09967475656748;0.6783635271453593;0.03136705429071803;0.1765877653239929;0.2212365429071804;0.002977232924693521;0.8382804623467599
doc2vec;128,1;mean;yes;yes;-78.93442877232923;0.6768006339754831;0.03790326269702281;0.1780420192644485;0.23980935376532414;0.0031523642732049044;0.8304576147110335
doc2vec;128,1;temporal;no;no;-76.2541873730298;0.6785972697022766;0.03611331698774076;0.1807367740805605;0.22136551138353777;0.003852889667250439;0.7294051628721545
doc2vec;128,1;temporal;no;yes;-77.17024522066552;0.656289861646235;0.029602772329246945;0.17225025744308228;0.28946399474605966;0.0035026269702276716;0.6050581891418564
doc2vec;128,1;temporal;yes;no;-76.2541873730298;0.6785972697022766;0.03133510507880909;0.1764285516637478;0.22097484063047276;0.003152364273204905;0.8381219071803855
doc2vec;128,1;temporal;yes;yes;-77.17024522066552;0.656289861646235;0.031416021015761825;0.17354930122591947;0.2833263712784587;0.0031523642732049044;0.7625632504378282
doc2vec;128,1;temporal10;no;no;-74.1266807915937;0.6708601085814355;0.02932972854640981;0.17629042031523645;0.22056081085814377;0.0005253940455341507;0.7255761681260948
doc2vec;128,1;temporal10;no;yes;-77.80519767425572;0.6544725866900176;0.03150242206654992;0.1714317320490367;0.2876658809106831;0.0012259194395796847;0.62280388966725
doc2vec;128,1;temporal10;yes;no;-74.1266807915937;0.6708601085814355;0.026749036777583206;0.17333257968476354;0.22002321015761814;0.0008756567425569177;0.8323162609457095
doc2vec;128,1;temporal10;yes;yes;-77.80519767425572;0.6544725866900176;0.03274736952714535;0.17109197548161112;0.2811564693520138;0.0014010507880910681;0.772007008756567
doc2vec;128,1;temporal3;no;no;-61.93021365499127;0.6462062767075306;0.03295584063047282;0.17527785464098075;0.22166635551663735;0.0003502626970227671;0.7699529929947457
doc2vec;128,1;temporal3;no;yes;-68.35000928721546;0.6403721330998245;0.025129793345008783;0.16946485814360754;0.27970812434325776;0.0003502626970227671;0.6718692837127846
doc2vec;128,1;temporal3;yes;no;-61.93021365499127;0.6462062767075306;0.027349385288966747;0.1708805026269702;0.2200856882661997;0.0007005253940455342;0.8675493800350265
doc2vec;128,1;temporal3;yes;yes;-68.35000928721546;0.6403721330998245;0.023656518388791608;0.16722520840630473;0.27199746409807324;0.00017513134851138354;0.8099258686514884
doc2vec;128,1;temporal5;no;no;-68.20825554640983;0.6597453852889663;0.03215233274956217;0.17666888791593696;0.22112325919439585;0.0;0.7459841401050787
