"id";"userID";"objectID";"visited_objects";"eventType";"eventValue";"position";"date"
"594";"2683996";"5238";"12";"object_shown_in_list";"1";"recomended";"2018-07-20 18:52:51"
"595";"2683996";"3840";"12";"object_shown_in_list";"1";"recomended";"2018-07-20 18:52:51"
"596";"2683996";"5876";"12";"object_shown_in_list";"1";"recomended";"2018-07-20 18:52:51"
"597";"2683996";"5367";"12";"object_shown_in_list";"1";"recomended";"2018-07-20 18:52:51"
"598";"2683996";"98";"12";"object_shown_in_list";"1";"recomended";"2018-07-20 18:52:51"
"599";"2683996";"108";"12";"object_shown_in_list";"1";"recomended";"2018-07-20 18:52:51"
"612";"2683996";"5238";"12";"object_shown_in_list";"1";"recomended";"2018-07-20 18:54:08"
"613";"2683996";"3840";"12";"object_shown_in_list";"1";"recomended";"2018-07-20 18:54:08"
"614";"2683996";"5876";"12";"object_shown_in_list";"1";"recomended";"2018-07-20 18:54:08"
"615";"2683996";"5367";"12";"object_shown_in_list";"1";"recomended";"2018-07-20 18:54:08"
"616";"2683996";"98";"12";"object_shown_in_list";"1";"recomended";"2018-07-20 18:54:08"
"617";"2683996";"108";"12";"object_shown_in_list";"1";"recomended";"2018-07-20 18:54:08"
"690";"2683996";"5238";"12";"object_shown_in_list";"1";"recomended";"2018-07-20 19:04:48"
"691";"2683996";"3840";"12";"object_shown_in_list";"1";"recomended";"2018-07-20 19:04:48"
"692";"2683996";"5876";"12";"object_shown_in_list";"1";"recomended";"2018-07-20 19:04:48"
"693";"2683996";"5367";"12";"object_shown_in_list";"1";"recomended";"2018-07-20 19:04:48"
"694";"2683996";"98";"12";"object_shown_in_list";"1";"recomended";"2018-07-20 19:04:48"
"695";"2683996";"108";"12";"object_shown_in_list";"1";"recomended";"2018-07-20 19:04:48"
"1240";"2709678";"3966";"6";"object_shown_in_list";"1";"recomended";"2018-07-20 20:00:49"
"1241";"2709678";"98";"6";"object_shown_in_list";"1";"recomended";"2018-07-20 20:00:49"
"1242";"2709678";"5821";"6";"object_shown_in_list";"1";"recomended";"2018-07-20 20:00:49"
"1243";"2709678";"5337";"6";"object_shown_in_list";"1";"recomended";"2018-07-20 20:00:49"
"1244";"2709678";"96";"6";"object_shown_in_list";"1";"recomended";"2018-07-20 20:00:49"
"1245";"2709678";"5367";"6";"object_shown_in_list";"1";"recomended";"2018-07-20 20:00:49"
"1246";"2709678";"3966";"6";"object_shown_in_list";"1";"recomended";"2018-07-20 20:01:13"
"1247";"2709678";"98";"6";"object_shown_in_list";"1";"recomended";"2018-07-20 20:01:13"
"1248";"2709678";"5821";"6";"object_shown_in_list";"1";"recomended";"2018-07-20 20:01:13"
"1249";"2709678";"5337";"6";"object_shown_in_list";"1";"recomended";"2018-07-20 20:01:13"
"1250";"2709678";"96";"6";"object_shown_in_list";"1";"recomended";"2018-07-20 20:01:13"
"1251";"2709678";"5367";"6";"object_shown_in_list";"1";"recomended";"2018-07-20 20:01:13"
"1252";"2709678";"3966";"7";"object_shown_in_list";"1";"recomended";"2018-07-20 20:01:37"
"1253";"2709678";"98";"7";"object_shown_in_list";"1";"recomended";"2018-07-20 20:01:37"
"1254";"2709678";"96";"7";"object_shown_in_list";"1";"recomended";"2018-07-20 20:01:37"
"1255";"2709678";"5821";"7";"object_shown_in_list";"1";"recomended";"2018-07-20 20:01:37"
"1256";"2709678";"5367";"7";"object_shown_in_list";"1";"recomended";"2018-07-20 20:01:37"
"1257";"2709678";"5337";"7";"object_shown_in_list";"1";"recomended";"2018-07-20 20:01:38"
"1258";"2709678";"3966";"7";"object_shown_in_list";"1";"recomended";"2018-07-20 20:02:09"
"1259";"2709678";"98";"7";"object_shown_in_list";"1";"recomended";"2018-07-20 20:02:09"
"1260";"2709678";"96";"7";"object_shown_in_list";"1";"recomended";"2018-07-20 20:02:09"
"1261";"2709678";"5821";"7";"object_shown_in_list";"1";"recomended";"2018-07-20 20:02:09"
"1262";"2709678";"5367";"7";"object_shown_in_list";"1";"recomended";"2018-07-20 20:02:09"
"1263";"2709678";"5337";"7";"object_shown_in_list";"1";"recomended";"2018-07-20 20:02:09"
"1264";"2709678";"3966";"8";"object_shown_in_list";"1";"recomended";"2018-07-20 20:02:19"
